r,tau,margin=(pA-pB)*tau-cu,total_states,feasible_states,in_region_feasible,qpos_states,match_fullclear
39,0.39,-1.0,451,200,0,89,0
38,0.38,-1.0,451,200,0,88,0
37,0.37,-1.0,451,200,0,87,0
36,0.36,-1.0,451,200,0,87,0
35,0.35000000000000003,-1.0,451,200,0,87,0
34,0.34,-1.0,451,200,0,86,0
33,0.33,-1.0,451,200,0,78,0
32,0.32,-1.0,451,200,0,78,0
31,0.31,-1.0,451,200,0,78,0
30,0.3,-1.0,451,200,0,79,0
29,0.29,-1.0,451,200,0,79,0
28,0.28,-1.0,451,200,0,80,0
27,0.27,-1.0,451,200,0,80,0
26,0.26,-1.0,451,200,0,71,0
25,0.25,-1.0,451,200,0,71,0
24,0.24,-1.0,451,200,0,71,0
23,0.23,-1.0,451,200,0,70,0
22,0.22,-1.0,451,200,0,67,0
21,0.21,-1.0,451,200,0,66,0
20,0.2,-1.0,451,200,0,58,0
19,0.19,-1.0,451,200,0,57,0
18,0.18,-1.0,451,200,0,54,0
17,0.17,-1.0,451,200,0,54,0
16,0.16,-1.0,451,200,0,52,0
15,0.15,-1.0,451,200,0,46,0
14,0.14,-1.0,451,200,0,46,0
13,0.13,-1.0,451,200,0,46,0
12,0.12,-1.0,451,200,0,45,0
11,0.11,-1.0,451,200,0,44,0
10,0.1,-1.0,451,200,0,44,0
9,0.09,-1.0,451,200,0,42,0
8,0.08,-1.0,451,200,0,37,0
7,0.07,-1.0,451,200,0,36,0
6,0.06,-1.0,451,200,0,36,0
5,0.05,-1.0,451,200,0,36,0
4,0.04,-1.0,451,200,0,36,0
3,0.03,-1.0,451,200,0,36,0
2,0.02,-1.0,451,200,0,34,0
1,0.01,-1.0,451,200,0,176,0

SUMMARY,,,90200,40000,0,14022,0
