r\IA,0,1,2,3,4,5,6,7,8,9,10
20,,,,6,6,7,7,8,9,10,13
19,,,,5,6,6,7,7,8,9,13
18,,,,5,5,6,6,7,8,9,12
17,,,,5,5,5,6,7,7,8,11
16,,,,4,5,5,6,6,7,8,11
15,,,,4,4,5,5,6,6,7,10
14,,,,4,4,4,5,5,6,7,10
13,,,,3,4,4,4,5,6,6,9
12,,,,3,3,4,4,5,5,6,8
11,,,,3,3,3,4,4,5,5,8
10,,,,3,3,3,3,4,4,5,7
9,,,,3,3,3,3,3,4,4,6
8,,,,3,3,3,3,3,3,4,6
7,,,,3,3,3,3,3,3,3,5
6,,,,2,2,2,2,3,3,3,4
5,,,2,2,2,2,2,2,2,3,3
4,,,2,2,2,2,2,2,2,2,3
3,,,2,2,2,2,2,2,2,2,2
2,,,2,2,2,2,2,2,2,2,3
1,,3,3,3,3,3,3,3,3,3,3

